AQ,DQ,Loss,ccODP,Dispersion
27,2,461045,484132.500511468,20932.5653261438
28,2,554563,495555.298806579,20932.5653261438
29,2,400627,473582.476204125,20932.5653261438
30,2,461599,504052.705620633,20932.5653261438
31,2,703196,529957.038987891,20932.5653261438
32,2,585962,502460.128230946,20932.5653261438
33,2,379977,543697.847883167,20932.5653261438
34,2,450820,506372.992389417,20932.5653261438
35,2,594380,537331.434884717,20932.5653261438
36,2,757432,569739.648697005,20932.5653261438
37,2,397965,545880.593137641,20932.5653261438
38,2,510306,602865.399569442,20932.5653261438
39,2,590420,627843.360812333,20932.5653261438
40,2,538994,1056779.77551685,20932.5653261438
1,3,751395,663782.873415438,20932.5653261438
2,3,793914,739538.306545244,20932.5653261438
3,3,814291,745545.825015996,20932.5653261438
4,3,801637,728295.505539747,20932.5653261438
5,3,727097,741909.250148466,20932.5653261438
6,3,770965,728186.821121466,20932.5653261438
7,3,759791,757694.345594125,20932.5653261438
8,3,848200,773930.644753955,20932.5653261438
9,3,764863,757557.586026705,20932.5653261438
10,3,930942,776289.004673693,20932.5653261438
11,3,791779,757516.951922094,20932.5653261438
12,3,811987,720560.745618567,20932.5653261438
13,3,662326,737320.273348952,20932.5653261438
14,3,748541,755642.680037751,20932.5653261438
15,3,637503,760665.028655218,20932.5653261438
16,3,836044,719417.739604964,20932.5653261438
17,3,751030,741214.715567936,20932.5653261438
18,3,587326,718287.712604528,20932.5653261438
19,3,784205,844527.783625698,20932.5653261438
20,3,801390,811636.106180186,20932.5653261438
21,3,776004,791865.462529719,20932.5653261438
22,3,863698,801417.290500231,20932.5653261438
23,3,837463,816772.426399294,20932.5653261438
24,3,739715,838542.936426896,20932.5653261438
25,3,852438,865715.7735869,20932.5653261438
26,3,758845,829845.371166756,20932.5653261438
27,3,970243,895416.958050586,20932.5653261438
28,3,748459,916543.751420227,20932.5653261438
29,3,1076087,875904.385226698,20932.5653261438
30,3,671186,932259.949264247,20932.5653261438
31,3,829043,980170.757482109,20932.5653261438
32,3,971860,929314.43166271,20932.5653261438
33,3,902898,1005584.77800162,20932.5653261438
34,3,987685,936551.386253326,20932.5653261438
35,3,1097790,993809.9143956,20932.5653261438
36,3,918997,1053749.83620832,20932.5653261438
37,3,1090718,1009621.82801148,20932.5653261438
38,3,1099269,1115016.86341265,20932.5653261438
39,3,1335488,1161214.31979244,20932.5653261438
40,3,1168028,1954544.53258765,20932.5653261438
1,4,964174,912977.735079723,20932.5653261438
2,4,1045078,1017172.9870647,20932.5653261438
3,4,887456,1025435.82545138,20932.5653261438
4,4,814227,1001709.45612854,20932.5653261438
5,4,918516,1020434.02136908,20932.5653261438
6,4,1086399,1001559.96981605,20932.5653261438
7,4,979198,1042145.09778454,20932.5653261438
8,4,1359182,1064476.76711,20932.5653261438
9,4,1095890,1041956.99645636,20932.5653261438
10,4,1072670,1067720.49361194,20932.5653261438
11,4,1079340,1041901.10764952,20932.5653261438
12,4,1134435,991070.941823573,20932.5653261438
13,4,890543,1014122.26821523,20932.5653261438
14,4,982970,1039323.20368661,20932.5653261438
15,4,969839,1046231.02347106,20932.5653261438
16,4,1136924,989498.832805284,20932.5653261438
17,4,1008587,1019478.74723704,20932.5653261438
18,4,1032786,987944.575332311,20932.5653261438
19,4,1315103,1161577.21747052,20932.5653261438
20,4,1183091,1116337.47058964,20932.5653261438
21,4,1231239,1089144.60650112,20932.5653261438
22,4,1328871,1102282.3456861,20932.5653261438
23,4,1203138,1123402.04876436,20932.5653261438
24,4,1200153,1153345.56151916,20932.5653261438
25,4,1475703,1190719.52267363,20932.5653261438
26,4,1023689,1141382.78912786,20932.5653261438
27,4,1330550,1231571.01373623,20932.5653261438
28,4,1166811,1260629.14815429,20932.5653261438
29,4,1022642,1204733.10445022,20932.5653261438
30,4,893644,1282245.46169048,20932.5653261438
31,4,1169874,1348142.76474609,20932.5653261438
32,4,1193136,1278194.14898539,20932.5653261438
33,4,1525452,1383097.6209535,20932.5653261438
34,4,1185969,1288147.97376098,20932.5653261438
35,4,1196149,1366902.28248297,20932.5653261438
36,4,1310126,1449344.62356938,20932.5653261438
37,4,1471456,1388650.24504492,20932.5653261438
38,4,1631986,1533612.28694591,20932.5653261438
39,4,1587619,1597153.01808144,20932.5653261438
40,4,1708567,2688312.26586574,20932.5653261438
1,5,1186119,1061378.77074378,20932.5653261438
2,5,1111524,1182510.56204589,20932.5653261438
3,5,1274622,1192116.49317952,20932.5653261438
4,5,1241173,1164533.49335545,20932.5653261438
5,5,1272767,1186301.66499216,20932.5653261438
6,5,1063252,1164359.70861514,20932.5653261438
7,5,1182133,1211541.79376195,20932.5653261438
8,5,1163941,1237503.39044344,20932.5653261438
9,5,1242499,1211323.11728299,20932.5653261438
10,5,1334416,1241274.37227023,20932.5653261438
11,5,1240744,1211258.14396456,20932.5653261438
12,5,1514972,1152165.72927787,20932.5653261438
13,5,1267921,1178963.96052658,20932.5653261438
14,5,1473395,1208261.21158152,20932.5653261438
15,5,1297051,1216291.87102657,20932.5653261438
16,5,1194107,1150338.0799572,20932.5653261438
17,5,1247148,1185191.11470706,20932.5653261438
18,5,1075622,1148531.18388219,20932.5653261438
19,5,1247914,1350387.14727822,20932.5653261438
20,5,1175453,1297793.85273419,20932.5653261438
21,5,1320167,1266180.89269114,20932.5653261438
22,5,1066858,1281454.12108513,20932.5653261438
23,5,1378672,1306006.75104573,20932.5653261438
24,5,1232605,1340817.4671654,20932.5653261438
25,5,1473500,1384266.42262595,20932.5653261438
26,5,1266363,1326910.19191925,20932.5653261438
27,5,1216959,1431758.1671681,20932.5653261438
28,5,1413033,1465539.59009191,20932.5653261438
29,5,1336061,1400557.85847182,20932.5653261438
30,5,1458048,1490669.55263919,20932.5653261438
31,5,1561818,1567278.21003036,20932.5653261438
32,5,1330653,1485959.71456362,20932.5653261438
33,5,1516818,1607914.84429583,20932.5653261438
34,5,1302277,1497531.49545003,20932.5653261438
35,5,1607904,1589087.0155579,20932.5653261438
36,5,1790379,1684930.04357203,20932.5653261438
37,5,1715063,1614370.02617607,20932.5653261438
38,5,1805736,1782895.09302664,20932.5653261438
39,5,1819613,1856764.12675384,20932.5653261438
40,5,1965087,3125287.13295604,20932.5653261438
1,6,1305699,1157850.41469519,20932.5653261438
2,6,1291601,1289992.20861258,20932.5653261438
3,6,1512485,1300471.24932187,20932.5653261438
4,6,1124730,1270381.15456479,20932.5653261438
5,6,1219856,1294127.8953622,20932.5653261438
6,6,1285310,1270191.57405011,20932.5653261438
7,6,1493692,1321662.16905281,20932.5653261438
8,6,1290571,1349983.48686355,20932.5653261438
9,6,1289394,1321423.61646552,20932.5653261438
10,6,1268145,1354097.22362964,20932.5653261438
11,6,1780803,1321352.73754297,20932.5653261438
12,6,1177755,1256889.25029762,20932.5653261438
13,6,1061762,1286123.24669899,20932.5653261438
14,6,1121676,1318083.40570955,20932.5653261438
15,6,1289730,1326843.9939416,20932.5653261438
16,6,1129643,1254895.4808892,20932.5653261438
17,6,1351989,1292916.40409858,20932.5653261438
18,6,1369034,1252924.35104618,20932.5653261438
19,6,1411427,1473127.55971127,20932.5653261438
20,6,1267495,1415753.91556413,20932.5653261438
21,6,1395139,1381267.56638838,20932.5653261438
22,6,1300651,1397929.02063749,20932.5653261438
23,6,1273549,1424713.30685589,20932.5653261438
24,6,1439741,1462688.06497805,20932.5653261438
25,6,1345157,1510086.21584066,20932.5653261438
26,6,1279007,1447516.71912595,20932.5653261438
27,6,1578485,1561894.61603524,20932.5653261438
28,6,1590172,1598746.52566399,20932.5653261438
29,6,1357285,1527858.42522534,20932.5653261438
30,6,1627873,1626160.61982026,20932.5653261438
31,6,1974159,1709732.44938253,20932.5653261438
32,6,1805982,1621022.6915714,20932.5653261438
33,6,1884440,1754062.65941972,20932.5653261438
34,6,1943279,1633646.26353968,20932.5653261438
35,6,1682224,1733523.51739717,20932.5653261438
36,6,1580130,1838077.98258027,20932.5653261438
37,6,1881881,1761104.57058565,20932.5653261438
38,6,1863701,1944947.34558549,20932.5653261438
39,6,1783539,2025530.53953258,20932.5653261438
40,6,2382532,3409353.10058902,20932.5653261438
1,7,1228462,1232698.99143804,20932.5653261438
2,7,1349485,1373383.01592117,20932.5653261438
3,7,1238463,1384539.46821383,20932.5653261438
4,7,1545518,1352504.21651934,20932.5653261438
5,7,1213376,1377786.05177145,20932.5653261438
6,7,1481354,1352302.3806809,20932.5653261438
7,7,1646306,1407100.26281082,20932.5653261438
8,7,1341558,1437252.39598657,20932.5653261438
9,7,1621602,1406846.28912819,20932.5653261438
10,7,1598741,1441632.06290921,20932.5653261438
11,7,1315737,1406770.82827829,20932.5653261438
12,7,1207862,1338140.13583013,20932.5653261438
13,7,1363830,1369263.94718115,20932.5653261438
14,7,1405253,1403290.15236145,20932.5653261438
15,7,1357551,1412617.06380095,20932.5653261438
16,7,1571928,1336017.4803405,20932.5653261438
17,7,1117391,1376496.24434913,20932.5653261438
18,7,1177273,1333918.92793802,20932.5653261438
19,7,1628430,1568357.04687615,20932.5653261438
20,7,1681330,1507274.51637161,20932.5653261438
21,7,1569491,1470558.81691011,20932.5653261438
22,7,1353117,1488297.34132406,20932.5653261438
23,7,1727050,1516813.08238073,20932.5653261438
24,7,1614200,1557242.69698653,20932.5653261438
25,7,1538434,1607704.87415796,20932.5653261438
26,7,1349063,1541090.60817325,20932.5653261438
27,7,1644781,1662862.39870286,20932.5653261438
28,7,1506170,1702096.57891766,20932.5653261438
29,7,1859994,1626625.95783688,20932.5653261438
30,7,1844362,1731282.84148554,20932.5653261438
31,7,1621548,1820257.12409282,20932.5653261438
32,7,1772608,1725812.77480847,20932.5653261438
33,7,1703174,1867453.03516175,20932.5653261438
34,7,1680100,1739252.39035479,20932.5653261438
35,7,2023412,1845586.15206972,20932.5653261438
36,7,1970660,1956899.48075689,20932.5653261438
37,7,2251819,1874950.16664079,20932.5653261438
38,7,1798642,2070677.35250973,20932.5653261438
39,7,1898916,2156469.80086463,20932.5653261438
40,7,1755570,3629748.7786094,20932.5653261438
1,8,1279430,1240436.91647125,20932.5653261438
2,8,1502613,1382004.04578564,20932.5653261438
3,8,1415079,1393230.5296043,20932.5653261438
4,8,1283970,1360994.18552817,20932.5653261438
5,8,1555686,1386434.72046873,20932.5653261438
6,8,1229479,1360791.0827214,20932.5653261438
7,8,1614562,1415932.9433139,20932.5653261438
8,8,1358748,1446274.3481186,20932.5653261438
9,8,1612861,1415677.37538212,20932.5653261438
10,8,1680079,1450681.5071821,20932.5653261438
11,8,1398303,1415601.44084773,20932.5653261438
12,8,1402555,1346539.93831793,20932.5653261438
13,8,1324439,1377859.12073736,20932.5653261438
14,8,1567731,1412098.915956,20932.5653261438
15,8,1245328,1421484.3744877,20932.5653261438
16,8,1529906,1344403.9584489,20932.5653261438
17,8,1462295,1385136.81663909,20932.5653261438
18,8,1361101,1342292.23296743,20932.5653261438
19,8,1575180,1578201.97198628,20932.5653261438
20,8,1322322,1516736.01288711,20932.5653261438
21,8,1366112,1479789.84083502,20932.5653261438
22,8,1302123,1497639.71390186,20932.5653261438
23,8,1473790,1526334.45459113,20932.5653261438
24,8,1749442,1567017.85485678,20932.5653261438
25,8,1484606,1617796.79430892,20932.5653261438
26,8,1274520,1550764.37579881,20932.5653261438
27,8,1834215,1673300.55487163,20932.5653261438
28,8,1607127,1712781.01673941,20932.5653261438
29,8,1564381,1636836.64982758,20932.5653261438
30,8,1759210,1742150.48795215,20932.5653261438
31,8,1602321,1831683.28186956,20932.5653261438
32,8,1530401,1736646.08445307,20932.5653261438
33,8,2174814,1879175.45214229,20932.5653261438
34,8,1809683,1750170.06344764,20932.5653261438
35,8,2072084,1857171.3057741,20932.5653261438
36,8,1960790,1969183.37291938,20932.5653261438
37,8,2148363,1886719.6447788,20932.5653261438
38,8,2044160,2083675.45361388,20932.5653261438
39,8,2138533,2170006.44019944,20932.5653261438
40,8,1835567,3652533.51692213,20932.5653261438
1,9,1136170,1199232.99598445,20932.5653261438
2,9,1689801,1336097.65259558,20932.5653261438
3,9,1337143,1346951.22333784,20932.5653261438
4,9,1338805,1315785.68241216,20932.5653261438
5,9,1476254,1340381.15238818,20932.5653261438
6,9,1389924,1315589.32612493,20932.5653261438
7,9,1236564,1368899.52497859,20932.5653261438
8,9,1077233,1398233.07133081,20932.5653261438
9,9,1351575,1368652.44631426,20932.5653261438
10,9,1409806,1402493.83662836,20932.5653261438
11,9,1411842,1368579.03411735,20932.5653261438
12,9,1242425,1301811.56574692,20932.5653261438
13,9,1239585,1332090.41061675,20932.5653261438
14,9,1372148,1365192.85351949,20932.5653261438
15,9,1395921,1374266.55279771,20932.5653261438
16,9,1318023,1299746.53728503,20932.5653261438
17,9,1187801,1339126.36137265,20932.5653261438
18,9,1287339,1297704.9575463,20932.5653261438
19,9,1494127,1525778.42049216,20932.5653261438
20,9,1507513,1466354.19238127,20932.5653261438
21,9,1175840,1430635.27107875,20932.5653261438
22,9,1244860,1447892.22020018,20932.5653261438
23,9,1318901,1475633.80011355,20932.5653261438
24,9,1498073,1514965.80913357,20932.5653261438
25,9,1766842,1564058.01115005,20932.5653261438
26,9,1407995,1499252.22617982,20932.5653261438
27,9,1621419,1617718.08864707,20932.5653261438
28,9,1924403,1655887.11759152,20932.5653261438
29,9,1659473,1582465.41476208,20932.5653261438
30,9,1826432,1684281.01532647,20932.5653261438
31,9,1855059,1770839.77479476,20932.5653261438
32,9,1786260,1678959.45305138,20932.5653261438
33,9,1736200,1816754.38511125,20932.5653261438
34,9,2111859,1692034.20246582,20932.5653261438
35,9,1950843,1795481.15628131,20932.5653261438
36,9,1595672,1903772.48902492,20932.5653261438
37,9,2080944,1824047.98030955,20932.5653261438
38,9,2300853,2014461.45605304,20932.5653261438
39,9,1760484,2097924.7634688,20932.5653261438
40,9,2121640,3531206.3469482,20932.5653261438
1,10,1131619,1199727.21897368,20932.5653261438
2,10,1364779,1336648.27968638,20932.5653261438
3,10,1664225,1347506.32335775,20932.5653261438
4,10,1403041,1316327.93861703,20932.5653261438
5,10,1134727,1340933.54477736,20932.5653261438
6,10,1020716,1316131.50140825,20932.5653261438
7,10,1399402,1369463.67024265,20932.5653261438
8,10,1492596,1398809.30541582,20932.5653261438
9,10,1340651,1369216.48975328,20932.5653261438
10,10,1424942,1403071.82664251,20932.5653261438
11,10,1237891,1369143.04730203,20932.5653261438
12,10,1237326,1302348.06299607,20932.5653261438
13,10,1341260,1332639.3862594,20932.5653261438
14,10,1260336,1365755.4712053,20932.5653261438
15,10,1378584,1374832.90989929,20932.5653261438
16,10,1248099,1300282.18350311,20932.5653261438
17,10,1329427,1339678.2366425,20932.5653261438
18,10,1063542,1298239.76239691,20932.5653261438
19,10,1552718,1526407.21804393,20932.5653261438
20,10,1378542,1466958.50026361,20932.5653261438
21,10,1495819,1431224.85862557,20932.5653261438
22,10,1404318,1448488.91961017,20932.5653261438
23,10,1289683,1476241.9322698,20932.5653261438
24,10,1427744,1515590.15063624,20932.5653261438
25,10,1531504,1564702.58432989,20932.5653261438
26,10,1706139,1499870.09186507,20932.5653261438
27,10,1579848,1618384.77599822,20932.5653261438
28,10,1884857,1656569.5350065,20932.5653261438
29,10,1593914,1583117.5739257,20932.5653261438
30,10,2029467,1684975.13431826,20932.5653261438
31,10,1977140,1771569.56602789,20932.5653261438
32,10,1663434,1679651.37894273,20932.5653261438
33,10,1641547,1817503.09848548,20932.5653261438
34,10,1643002,1692731.51666934,20932.5653261438
35,10,2510508,1796221.10261963,20932.5653261438
36,10,1661728,1904557.06394363,20932.5653261438
37,10,1604862,1824799.69949035,20932.5653261438
38,10,2254635,2015291.64765537,20932.5653261438
39,10,1799115,2098789.35162745,20932.5653261438
40,10,2002948,3532661.61324109,20932.5653261438
1,11,1162661,1117371.43409902,20932.5653261438
2,11,1298478,1244893.49040262,20932.5653261438
3,11,1217128,1255006.17905109,20932.5653261438
4,11,1394413,1225968.04778286,20932.5653261438
5,11,1305900,1248884.59165003,20932.5653261438
6,11,1118151,1225785.09508977,20932.5653261438
7,11,962703,1275456.2545264,20932.5653261438
8,11,1084427,1302787.44610013,20932.5653261438
9,11,1098549,1275226.04184678,20932.5653261438
10,11,1134454,1306757.36474549,20932.5653261438
11,11,1240874,1275157.64088382,20932.5653261438
12,11,1224046,1212947.82666587,20932.5653261438
13,11,1462540,1241159.78916885,20932.5653261438
14,11,1166835,1272002.60638809,20932.5653261438
15,11,1424047,1280456.92044468,20932.5653261438
16,11,993513,1211023.76034877,20932.5653261438
17,11,1233889,1247715.45467564,20932.5653261438
18,11,1033984,1209121.54210751,20932.5653261438
19,11,1391595,1421626.34578208,20932.5653261438
20,11,1601901,1366258.51050168,20932.5653261438
21,11,1278889,1332977.819882,20932.5653261438
22,11,1263228,1349056.78206245,20932.5653261438
23,11,1553389,1374904.67737201,20932.5653261438
24,11,1614676,1411551.82056424,20932.5653261438
25,11,1528093,1457292.9103724,20932.5653261438
26,11,1336519,1396910.87190902,20932.5653261438
27,11,1326562,1507290.06517675,20932.5653261438
28,11,1961528,1542853.61517298,20932.5653261438
29,11,1508192,1474443.79518035,20932.5653261438
30,11,1711034,1569309.30004656,20932.5653261438
31,11,1665865,1649959.42018566,20932.5653261438
32,11,1439405,1564350.99612157,20932.5653261438
33,11,1834699,1692739.82578426,20932.5653261438
34,11,1790353,1576533.2422344,20932.5653261438
35,11,2129332,1672918.74157025,20932.5653261438
36,11,1644877,1773817.9347824,20932.5653261438
37,11,2062117,1699535.54851183,20932.5653261438
38,11,2048287,1876951.09592897,20932.5653261438
39,11,1890639,1954717.06452229,20932.5653261438
40,11,1852522,3290160.555289,20932.5653261438
1,12,835953,1016593.56828237,20932.5653261438
2,12,1227072,1132614.16653304,20932.5653261438
3,12,966569,1141814.77245901,20932.5653261438
4,12,1233368,1115395.64576455,20932.5653261438
5,12,1213297,1136245.30272881,20932.5653261438
6,12,1345466,1115229.19392462,20932.5653261438
7,12,1005648,1160420.41653103,20932.5653261438
8,12,1335639,1185286.55568533,20932.5653261438
9,12,1094551,1160210.9671731,20932.5653261438
10,12,1083846,1188898.41977843,20932.5653261438
11,12,1020344,1160148.73542375,20932.5653261438
12,12,1015061,1103549.74328198,20932.5653261438
13,12,1248527,1129217.21495159,20932.5653261438
14,12,1297435,1157278.25952094,20932.5653261438
15,12,1302791,1164970.06282994,20932.5653261438
16,12,1029474,1101799.21218443,20932.5653261438
17,12,1118776,1135181.61245328,20932.5653261438
18,12,1208204,1100068.55864298,20932.5653261438
19,12,1261372,1293407.14781039,20932.5653261438
20,12,1269441,1243033.0434454,20932.5653261438
21,12,1381894,1212754.00193827,20932.5653261438
22,12,1456504,1227382.77178013,20932.5653261438
23,12,1232450,1250899.39599607,20932.5653261438
24,12,1211044,1284241.2632823,20932.5653261438
25,12,1098480,1325856.87675347,20932.5653261438
26,12,1085591,1270920.80977665,20932.5653261438
27,12,1420222,1371344.69258215,20932.5653261438
28,12,1282089,1403700.69801431,20932.5653261438
29,12,1348816,1341460.89047177,20932.5653261438
30,12,1457587,1427770.29409153,20932.5653261438
31,12,1636798,1501146.42570951,20932.5653261438
32,12,1622410,1423259.18907676,20932.5653261438
33,12,1697206,1540068.38474017,20932.5653261438
34,12,1765148,1434342.69512282,20932.5653261438
35,12,1702554,1522035.0020051,20932.5653261438
36,12,1943060,1613833.90408376,20932.5653261438
37,12,1810457,1546251.18824297,20932.5653261438
38,12,2046024,1707665.28825798,20932.5653261438
39,12,1977170,1778417.39547196,20932.5653261438
40,12,2097714,2993414.68472401,20932.5653261438
1,13,977616,968366.936827947,20932.5653261438
2,13,1140516,1078883.582656,20932.5653261438
3,13,983975,1087647.71697229,20932.5653261438
4,13,1133838,1062481.89890204,20932.5653261438
5,13,1154162,1082342.45977742,20932.5653261438
6,13,1058084,1062323.34344448,20932.5653261438
7,13,1141878,1105370.71967451,20932.5653261438
8,13,1017096,1129057.22306669,20932.5653261438
9,13,1214062,1105171.20647722,20932.5653261438
10,13,904057,1132497.74234322,20932.5653261438
11,13,888156,1105111.92696732,20932.5653261438
12,13,1246618,1051197.9594213,20932.5653261438
13,13,1242837,1075647.78056153,20932.5653261438
14,13,1334038,1102377.62483915,20932.5653261438
15,13,1143916,1109704.53329244,20932.5653261438
16,13,1138565,1049530.47254193,20932.5653261438
17,13,925024,1081329.23037485,20932.5653261438
18,13,1026818,1047881.9202385,20932.5653261438
19,13,1366320,1232048.63465025,20932.5653261438
20,13,1158602,1184064.24967937,20932.5653261438
21,13,1000157,1155221.6290007,20932.5653261438
22,13,1113718,1169156.4181665,20932.5653261438
23,13,1058733,1191557.42685575,20932.5653261438
24,13,1152605,1223317.57456811,20932.5653261438
25,13,1173196,1262958.96656451,20932.5653261438
26,13,1699128,1210629.03594179,20932.5653261438
27,13,1243423,1306288.86579989,20932.5653261438
28,13,1072139,1337109.92039428,20932.5653261438
29,13,1495199,1277822.73458159,20932.5653261438
30,13,1588227,1360037.66826835,20932.5653261438
31,13,1678416,1429932.87715821,20932.5653261438
32,13,1589224,1355740.56755754,20932.5653261438
33,13,1516078,1467008.40017725,20932.5653261438
34,13,1415328,1366298.27826318,20932.5653261438
35,13,1438525,1449830.51105357,20932.5653261438
36,13,1594521,1537274.52445637,20932.5653261438
37,13,1542490,1472897.8949329,20932.5653261438
38,13,1689506,1626654.60013856,20932.5653261438
39,13,1577838,1694050.26687752,20932.5653261438
40,13,1578154,2851408.76289396,20932.5653261438
1,14,752989,918509.06473345,20932.5653261438
2,14,1045945,1023335.58982065,20932.5653261438
3,14,1003293,1031648.48910283,20932.5653261438
4,14,1015901,1007778.37216692,20932.5653261438
5,14,892640,1026616.38129441,20932.5653261438
6,14,1029456,1007627.98018275,20932.5653261438
7,14,868308,1048458.99555157,20932.5653261438
8,14,1051449,1070925.96261761,20932.5653261438
9,14,1088519,1048269.75460035,20932.5653261438
10,14,961231,1074189.34142857,20932.5653261438
11,14,1185468,1048213.52718787,20932.5653261438
12,14,1148688,997075.403793258,20932.5653261438
13,14,983562,1020266.38801044,20932.5653261438
14,14,956053,1045620.00484119,20932.5653261438
15,14,1026892,1052569.67606073,20932.5653261438
16,14,1227906,995493.770059418,20932.5653261438
17,14,1125657,1025655.31957749,20932.5653261438
18,14,1126249,993930.096025538,20932.5653261438
19,14,1163644,1168614.70180471,20932.5653261438
20,14,770043,1123100.86723928,20932.5653261438
21,14,1126508,1095743.25357394,20932.5653261438
22,14,1152480,1108960.58852949,20932.5653261438
23,14,1057297,1130208.24657908,20932.5653261438
24,14,1132283,1160333.17387847,20932.5653261438
25,14,1313229,1197933.56738903,20932.5653261438
26,14,1240602,1148297.92432248,20932.5653261438
27,14,1362117,1239032.55962854,20932.5653261438
28,14,1456836,1268266.74447413,20932.5653261438
29,14,1529449,1212032.05128039,20932.5653261438
30,14,1300619,1290014.0217255,20932.5653261438
31,14,1006483,1356310.56749261,20932.5653261438
32,14,1348212,1285938.16390256,20932.5653261438
33,14,1184103,1391477.19976558,20932.5653261438
34,14,1303906,1295952.29451479,20932.5653261438
35,14,1729384,1375183.74087821,20932.5653261438
36,14,1438407,1458125.56376845,20932.5653261438
37,14,1500464,1397063.46475876,20932.5653261438
38,14,1790212,1542903.76777196,20932.5653261438
39,14,1345430,1606829.46418851,20932.5653261438
40,14,1373056,2704599.56486911,20932.5653261438
1,15,853646,818680.981596404,20932.5653261438
2,15,986247,912114.444314197,20932.5653261438
3,15,794209,919523.856812726,20932.5653261438
4,15,931930,898248.061598244,20932.5653261438
5,15,867124,915038.663232964,20932.5653261438
6,15,744535,898114.014954671,20932.5653261438
7,15,869969,934507.31473274,20932.5653261438
8,15,958344,954532.461307052,20932.5653261438
9,15,949512,934338.641418947,20932.5653261438
10,15,815458,957441.160056863,20932.5653261438
11,15,1019504,934288.525078225,20932.5653261438
12,15,975945,888708.344473423,20932.5653261438
13,15,1048830,909378.818453573,20932.5653261438
14,15,914204,931976.879497258,20932.5653261438
15,15,925323,938171.226264464,20932.5653261438
16,15,692805,887298.61047355,20932.5653261438
17,15,944363,914182.054430728,20932.5653261438
18,15,884515,885904.884225104,20932.5653261438
19,15,1019861,1041603.90780586,20932.5653261438
20,15,1008651,1001036.74065542,20932.5653261438
21,15,1081428,976652.487010437,20932.5653261438
22,15,913185,988433.296989311,20932.5653261438
23,15,995570,1007371.65504864,20932.5653261438
24,15,1119512,1034222.45707001,20932.5653261438
25,15,1104914,1067736.25486423,20932.5653261438
26,15,1153417,1023495.257635,20932.5653261438
27,15,1263929,1104368.40646855,20932.5653261438
28,15,824811,1130425.27630739,20932.5653261438
29,15,1348075,1080302.44617834,20932.5653261438
30,15,1260687,1149808.95249612,20932.5653261438
31,15,1366047,1208900.06356841,20932.5653261438
32,15,1208522,1146176.07894979,20932.5653261438
