AQ,DQ,Loss,ccODP,Dispersion
21,6,604156,1283042.57648682,369023.430924562
22,6,1338175,1336464.05552004,369023.430924562
23,6,1457018,1071893.8210905,369023.430924562
24,6,954592,894900.589072465,369023.430924562
25,6,2796101,1503594.81503869,369023.430924562
26,6,1800676,1495446.46275255,369023.430924562
27,6,800207,1168256.35841612,369023.430924562
28,6,2389395,1243066.81615344,369023.430924562
29,6,1037399,1178193.20879702,369023.430924562
30,6,981151,1569357.24631353,369023.430924562
31,6,1240511,1711785.55770813,369023.430924562
32,6,1539445,1518457.49313907,369023.430924562
33,6,1364712,1288395.80556434,369023.430924562
34,6,1542422,1985589.29180424,369023.430924562
35,6,1594159,1826238.39750676,369023.430924562
36,6,1427829,1683469.82011472,369023.430924562
37,6,1530235,1858267.65014008,369023.430924562
38,6,3263969,1437240.28615105,369023.430924562
39,6,2557254,1337306.43774066,369023.430924562
40,6,2385076,1528584.76915091,369023.430924562
1,7,486178,1025212.73581866,369023.430924562
2,7,568854,908281.964103543,369023.430924562
3,7,588115,863414.394287527,369023.430924562
4,7,834656,878682.727555311,369023.430924562
5,7,592122,882160.851374289,369023.430924562
6,7,1014002,928549.224468749,369023.430924562
7,7,745527,1111832.34518708,369023.430924562
8,7,676470,1174350.48079331,369023.430924562
9,7,1121660,966592.068779063,369023.430924562
10,7,826390,1147279.91296835,369023.430924562
11,7,1254265,989546.718619202,369023.430924562
12,7,911930,1178183.95311337,369023.430924562
13,7,1332856,1184266.65430594,369023.430924562
14,7,1008636,1200075.10098903,369023.430924562
15,7,1049032,1016520.31203978,369023.430924562
16,7,763271,1459807.85587192,369023.430924562
17,7,3437077,1192476.10269487,369023.430924562
18,7,1010359,1297286.20661971,369023.430924562
19,7,1610460,1051262.61294844,369023.430924562
20,7,1158898,1462318.82667337,369023.430924562
21,7,1708685,1680554.28778156,369023.430924562
22,7,1482267,1750526.7869754,369023.430924562
23,7,1186890,1403987.51381474,369023.430924562
24,7,858741,1172158.31311068,369023.430924562
25,7,5650847,1969437.92809929,369023.430924562
26,7,2525114,1958765.05673572,369023.430924562
27,7,1193532,1530205.05191664,369023.430924562
28,7,1168647,1628193.25419875,369023.430924562
29,7,1623457,1543220.5331023,369023.430924562
30,7,1788782,2055574.84816665,369023.430924562
31,7,1464841,2242130.23908057,369023.430924562
32,7,1490534,1988905.35487628,369023.430924562
33,7,1173608,1687566.05203986,369023.430924562
34,7,2823387,2600763.73089013,369023.430924562
35,7,3223494,2392042.8095574,369023.430924562
36,7,3058452,2205041.73157787,369023.430924562
37,7,1877709,2433995.35176745,369023.430924562
38,7,2262492,1882525.46698581,369023.430924562
39,7,2000001,1751630.15570125,369023.430924562
40,7,1953724,2002170.25928175,369023.430924562
1,8,404685,1022230.47349588,369023.430924562
2,8,486838,905639.844097254,369023.430924562
3,8,789557,860902.790473929,369023.430924562
4,8,486390,876126.709374387,369023.430924562
5,8,386818,879594.715607759,369023.430924562
6,8,1104539,925848.148613727,369023.430924562
7,8,599340,1108598.1133087,369023.430924562
8,8,815387,1170934.38862995,369023.430924562
9,8,1161889,963780.329315138,369023.430924562
10,8,403628,1143942.56693411,369023.430924562
11,8,789359,986668.205904264,369023.430924562
12,8,1154403,1174756.70968387,369023.430924562
13,8,1718892,1180821.71678237,369023.430924562
14,8,1743307,1196584.17795116,369023.430924562
15,8,1634101,1013563.33528654,369023.430924562
16,8,1992381,1455561.39090425,369023.430924562
17,8,652669,1189007.28453876,369023.430924562
18,8,1454124,1293512.50420586,369023.430924562
19,8,1980997,1048204.57360459,369023.430924562
20,8,1579819,1458065.05749131,369023.430924562
21,8,1677605,1675665.68899738,369023.430924562
22,8,1424984,1745434.64375534,369023.430924562
23,8,1545296,1399903.42578323,369023.430924562
24,8,865704,1168748.59778878,369023.430924562
25,8,1034290,1963708.98977769,369023.430924562
26,8,1492476,1953067.1649482,369023.430924562
27,8,3169550,1525753.80710371,369023.430924562
28,8,1500721,1623456.96949748,369023.430924562
29,8,1233711,1538731.42728961,369023.430924562
30,8,2848249,2049595.34439425,369023.430924562
31,8,1649242,2235608.06051102,369023.430924562
32,8,2517920,1983119.78735824,369023.430924562
33,8,2100923,1682657.05659104,369023.430924562
34,8,1713582,2593198.31601172,369023.430924562
35,8,1821209,2385084.5472415,369023.430924562
36,8,2354019,2198627.44052734,369023.430924562
37,8,5862045,2426915.05284236,369023.430924562
38,8,3944117,1877049.35010224,369023.430924562
39,8,3197055,1746534.80286931,369023.430924562
40,8,2368998,1996346.10521163,369023.430924562
1,9,883725,921502.508524409,369023.430924562
2,9,1321589,816400.420250866,369023.430924562
3,9,740915,776071.640971864,369023.430924562
4,9,780459,789795.434010793,369023.430924562
5,9,491387,792921.711818479,369023.430924562
6,9,1090929,834617.450351006,369023.430924562
7,9,498938,999359.70296968,369023.430924562
8,9,2149038,1055553.52184905,369023.430924562
9,9,869519,868811.891405588,369023.430924562
10,9,823454,1031221.40492703,369023.430924562
11,9,1137955,889444.455429577,369023.430924562
12,9,927778,1058999.20120502,369023.430924562
13,9,959642,1064466.57808372,369023.430924562
14,9,834600,1078675.84681925,369023.430924562
15,9,903433,913689.407850235,369023.430924562
16,9,995428,1312134.11046384,369023.430924562
17,9,665664,1071845.56102033,369023.430924562
18,9,957976,1166053.10479252,369023.430924562
19,9,750347,944917.187530205,369023.430924562
20,9,1638792,1314391.07217679,369023.430924562
21,9,1823989,1510549.89642275,369023.430924562
22,9,891162,1573443.99760007,369023.430924562
23,9,1230231,1261960.53825269,369023.430924562
24,9,554913,1053583.11322255,369023.430924562
25,9,866930,1770210.15026449,369023.430924562
26,9,2627006,1760616.94351717,369023.430924562
27,9,1198204,1375409.94628,369023.430924562
28,9,880862,1463485.69002957,369023.430924562
29,9,1532786,1387108.78510945,369023.430924562
30,9,2608852,1847633.48412042,369023.430924562
31,9,2745868,2015316.98501709,369023.430924562
32,9,2125529,1787708.25771355,369023.430924562
33,9,1276785,1516852.35261302,369023.430924562
34,9,1405113,2337671.21531201,369023.430924562
35,9,2170325,2150064.44271759,369023.430924562
36,9,1279816,1981980.34033146,369023.430924562
37,9,2753986,2187773.07774998,369023.430924562
38,9,3163571,1692089.72887297,369023.430924562
39,9,2519435,1574435.74986101,369023.430924562
40,9,1375143,1799631.28818119,369023.430924562
1,10,591290,1122193.42046982,369023.430924562
2,10,921593,994201.504173174,369023.430924562
3,10,1385423,945089.656572297,369023.430924562
4,10,835923,961802.308040644,369023.430924562
5,10,1221680,965609.447309276,369023.430924562
6,10,459517,1016385.9595922,369023.430924562
7,10,4657986,1217006.86973827,369023.430924562
8,10,739966,1285438.95020919,369023.430924562
9,10,951748,1058027.49221216,369023.430924562
10,10,1121397,1255807.62390958,369023.430924562
11,10,744376,1083153.55251146,369023.430924562
12,10,1842531,1289635.0524081,369023.430924562
13,10,627503,1296293.15078954,369023.430924562
14,10,1363426,1313597.00806307,369023.430924562
15,10,627542,1112678.73104801,369023.430924562
16,10,840035,1597899.35666523,369023.430924562
17,10,377383,1305279.17744126,369023.430924562
18,10,1988397,1420003.86326882,369023.430924562
19,10,1025034,1150707.50315506,369023.430924562
20,10,1926777,1600647.85442957,369023.430924562
21,10,1439633,1839527.44498913,369023.430924562
22,10,2114939,1916119.03955849,369023.430924562
23,10,987188,1536798.65200521,369023.430924562
24,10,1717807,1283039.41295797,369023.430924562
25,10,1247166,2155738.22653689,369023.430924562
26,10,2025287,2144055.74776612,369023.430924562
27,10,1708457,1674955.82256821,369023.430924562
28,10,2530501,1782213.28440303,369023.430924562
29,10,2052551,1689202.51190448,369023.430924562
30,10,2767624,2250023.3261869,369023.430924562
31,10,1876678,2454226.04911699,369023.430924562
32,10,2404859,2177047.18757429,369023.430924562
33,10,1686623,1847202.49177859,369023.430924562
34,10,3389474,2846784.71602375,369023.430924562
35,10,1897544,2618319.6994953,369023.430924562
36,10,969475,2413629.12943345,369023.430924562
37,10,4058395,2664240.77050356,369023.430924562
38,10,2112357,2060604.22301663,369023.430924562
39,10,2096509,1917326.78218715,369023.430924562
40,10,4619719,2191566.89448672,369023.430924562
1,11,623717,958483.562379257,369023.430924562
2,11,101156,849163.595206041,369023.430924562
3,11,781346,807216.371327462,369023.430924562
4,11,845427,821490.917429753,369023.430924562
5,11,755000,824742.656695115,369023.430924562
6,11,837849,868111.697620121,369023.430924562
7,11,2222927,1039465.26389221,369023.430924562
8,11,616215,1097914.21135024,369023.430924562
9,11,934490,903678.404571407,369023.430924562
10,11,937034,1072605.61599439,369023.430924562
11,11,819123,925138.979321657,369023.430924562
12,11,548438,1101498.17014946,369023.430924562
13,11,1335797,1107184.95973396,369023.430924562
14,11,748667,1121964.46428273,369023.430924562
15,11,794669,950356.912155155,369023.430924562
16,11,2147910,1364791.70146872,369023.430924562
17,11,333638,1114860.07053007,369023.430924562
18,11,469935,1212848.28143831,369023.430924562
19,11,936401,982837.901882226,369023.430924562
20,11,1250101,1367139.23789186,369023.430924562
21,11,3104717,1571170.16229646,369023.430924562
22,11,2756930,1636588.28280229,369023.430924562
23,11,1048397,1312604.60074423,369023.430924562
24,11,1367717,1095864.72774906,369023.430924562
25,11,2583195,1841250.90847811,369023.430924562
26,11,1884580,1831272.71428683,369023.430924562
27,11,1210566,1430606.87610423,369023.430924562
28,11,1070116,1522217.21014821,369023.430924562
29,11,1769416,1442775.20403955,369023.430924562
30,11,1262151,1921781.33803097,369023.430924562
31,11,1599187,2096194.18857115,369023.430924562
32,11,1622402,1859451.23697155,369023.430924562
33,11,2494911,1577725.54397488,369023.430924562
34,11,898934,2431484.89927779,369023.430924562
35,11,1503541,2236349.23110613,369023.430924562
36,11,2230983,2061519.70243522,369023.430924562
37,11,4577703,2275571.16105635,369023.430924562
38,11,1248076,1759995.41639073,369023.430924562
39,11,1788046,1637619.83532795,369023.430924562
40,11,1473157,1871852.75363728,369023.430924562
1,12,365629,1022831.83518489,369023.430924562
2,12,319552,906172.617400734,369023.430924562
3,12,692909,861409.245690807,369023.430924562
4,12,1504050,876642.120577044,369023.430924562
5,12,774844,880112.16698251,369023.430924562
6,12,539792,926392.810136596,369023.430924562
7,12,453911,1109250.28368626,369023.430924562
8,12,2564133,1171623.23043219,369023.430924562
9,12,909450,964347.305727699,369023.430924562
10,12,1639952,1144615.52988329,369023.430924562
11,12,610193,987248.646885217,369023.430924562
12,12,1362679,1175447.80009589,369023.430924562
13,12,560691,1181516.37514018,369023.430924562
14,12,755198,1197288.10911048,369023.430924562
15,12,471898,1014159.59823803,369023.430924562
16,12,1763087,1456417.67417812,369023.430924562
17,12,1191096,1189706.75833397,369023.430924562
18,12,2789772,1294273.45673511,369023.430924562
19,12,1006039,1048821.21543748,369023.430924562
20,12,1711237,1458922.81363182,369023.430924562
21,12,1980352,1676651.45607739,369023.430924562
22,12,1583575,1746461.45478538,369023.430924562
23,12,926547,1400726.96637452,369023.430924562
24,12,2080427,1169436.15372555,369023.430924562
25,12,942101,1964864.2080826,369023.430924562
26,12,1709604,1954216.12283932,369023.430924562
27,12,1898909,1526651.38344315,369023.430924562
28,12,1321113,1624412.02303044,369023.430924562
29,12,2041516,1539636.63815354,369023.430924562
30,12,2157863,2050801.08825539,369023.430924562
31,12,1565739,2236923.23265086,369023.430924562
32,12,1272586,1984286.42472208,369023.430924562
33,12,1452013,1683646.93657977,369023.430924562
34,12,629243,2594723.85272746,369023.430924562
35,12,3534947,2386487.65398597,369023.430924562
36,12,1932588,2199920.8575653,369023.430924562
37,12,1427799,2428342.76779814,369023.430924562
38,12,3109778,1878153.58793979,369023.430924562
39,12,2447235,1747562.2611052,369023.430924562
40,12,2683194,1997520.5234048,369023.430924562
1,13,2346635,899851.11236881,369023.430924562
2,13,636762,797218.476895385,369023.430924562
3,13,392869,757837.252689281,369023.430924562
4,13,914364,771238.594864437,369023.430924562
5,13,2094964,774291.41841814,369023.430924562
6,13,441869,815007.48413956,369023.430924562
7,13,638310,975878.993334297,369023.430924562
8,13,1617088,1030752.49607475,369023.430924562
9,13,769903,848398.501022484,369023.430924562
10,13,963821,1006992.08058372,369023.430924562
11,13,864309,868546.287399905,369023.430924562
12,13,1033195,1034117.21659657,369023.430924562
13,13,606948,1039456.13333366,369023.430924562
14,13,1689761,1053331.54458794,369023.430924562
15,13,217901,892221.586385247,369023.430924562
16,13,710158,1281304.53032475,369023.430924562
17,13,930707,1046661.74150319,369023.430924562
18,13,369702,1138655.80801168,369023.430924562
19,13,1155839,922715.645839112,369023.430924562
20,13,345833,1283508.46302073,369023.430924562
21,13,1458434,1475058.38780752,369023.430924562
22,13,1234589,1536474.74466201,369023.430924562
23,13,2132707,1232309.8240184,369023.430924562
24,13,1526523,1028828.38368442,369023.430924562
25,13,2077029,1728617.72822821,369023.430924562
26,13,1225712,1719249.92110571,369023.430924562
27,13,1207510,1343093.65267495,369023.430924562
28,13,1127276,1429099.9904251,369023.430924562
29,13,2078624,1354517.61846639,369023.430924562
30,13,1334278,1804221.94248598,369023.430924562
31,13,655842,1967965.59311303,369023.430924562
32,13,1204820,1745704.70445099,369023.430924562
33,13,1257724,1481212.7630382,369023.430924562
34,13,471490,2282745.86774534,369023.430924562
35,13,987410,2099547.05770918,369023.430924562
36,13,830474,1935412.21802668,369023.430924562
37,13,643266,2136369.69993306,369023.430924562
38,13,1347214,1652332.80503202,369023.430924562
39,13,3657305,1537443.1949559,369023.430924562
40,13,2600476,1757347.59432905,369023.430924562
1,14,1120791,858047.167112992,369023.430924562
2,14,1078840,760182.486044265,369023.430924562
3,14,203279,722630.776208028,369023.430924562
4,14,515424,735409.538750904,369023.430924562
5,14,705955,738320.538766291,369023.430924562
6,14,1264380,777145.078035107,369023.430924562
7,14,449409,930543.057807966,369023.430924562
8,14,2338990,982867.328933296,369023.430924562
9,14,576017,808984.864694916,369023.430924562
10,14,1063751,960210.739502807,369023.430924562
11,14,1217000,828196.655164603,369023.430924562
12,14,677588,986075.736271119,369023.430924562
13,14,2288273,991166.625551297,369023.430924562
14,14,712169,1004397.43357677,369023.430924562
15,14,1678871,850772.082305487,369023.430924562
16,14,296790,1221779.58924786,369023.430924562
17,14,710172,998037.486288372,369023.430924562
18,14,639311,1085757.82921379,369023.430924562
19,14,525549,879849.494077847,369023.430924562
20,14,602701,1223881.13491503,369023.430924562
21,14,761250,1406532.31805503,369023.430924562
22,14,2622370,1465095.4851046,369023.430924562
23,14,1578821,1175061.00617134,369023.430924562
24,14,1735214,981032.604095998,369023.430924562
25,14,745822,1648312.17558088,369023.430924562
26,14,486235,1639379.56411546,369023.430924562
27,14,1345395,1280698.2044079,369023.430924562
28,14,946101,1362708.98757625,369023.430924562
29,14,1904527,1291591.45257951,369023.430924562
30,14,559980,1720404.08164623,369023.430924562
31,14,2040923,1876540.77317447,369023.430924562
32,14,1424377,1664605.35046388,369023.430924562
33,14,1078135,1412400.78247037,369023.430924562
34,14,2286432,2176697.45376165,369023.430924562
35,14,1921253,2002009.421698,369023.430924562
36,14,2084564,1845499.7143939,369023.430924562
37,14,2182845,2037121.41235014,369023.430924562
38,14,1775909,1575571.18394104,369023.430924562
39,14,2584539,1466018.94457444,369023.430924562
40,14,3767446,1675707.35227236,369023.430924562
1,15,898057,896262.739096841,369023.430924562
2,15,717628,794039.376002927,369023.430924562
3,15,626527,754815.193923478,369023.430924562
4,15,626188,768163.095015538,369023.430924562
5,15,957387,771203.74469926,369023.430924562
6,15,711345,811757.445291643,369023.430924562
7,15,848711,971987.44055604,369023.430924562
8,15,629591,1026642.12197387,369023.430924562
9,15,827929,845015.307443901,369023.430924562
10,15,774493,1002976.45686844,369023.430924562
11,15,1024472,865082.749665347,369023.430924562
12,15,1128105,1029993.42486135,369023.430924562
13,15,787361,1035311.05138069,369023.430924562
14,15,872419,1049131.13108712,369023.430924562
15,15,1607445,888663.637687678,369023.430924562
16,15,6067246,1276195.01957717,369023.430924562
17,15,1112732,1042487.92545031,369023.430924562
18,15,838685,1134115.14343809,369023.430924562
19,15,777778,919036.094727106,369023.430924562
20,15,1149448,1278390.16356014,369023.430924562
21,15,1204132,1469176.2368376,369023.430924562
22,15,824802,1530347.68116116,369023.430924562
23,15,1071022,1227395.69147524,369023.430924562
24,15,72774,1024725.68244561,369023.430924562
25,15,883055,1721724.44825315,369023.430924562
26,15,807701,1712393.99752021,369023.430924562
27,15,1009909,1337737.74290415,369023.430924562
28,15,315841,1423401.10964569,369023.430924562
29,15,1001805,1349116.15287757,369023.430924562
30,15,1248855,1797027.17247779,369023.430924562
31,15,3302426,1960117.85581803,369023.430924562
32,15,1492955,1738743.28603843,369023.430924562
33,15,2527360,1475306.07001318,369023.430924562
34,15,2919094,2273642.86820917,369023.430924562
35,15,1641051,2091174.60759875,369023.430924562
36,15,2631177,1927694.29516373,369023.430924562
37,15,2665534,2127850.41065852,369023.430924562
38,15,1316428,1645743.72958112,369023.430924562
39,15,1607299,1531312.269526,369023.430924562
40,15,1361071,1750339.74708592,369023.430924562
1,16,283393,746507.289547571,369023.430924562
2,16,789364,661364.303698831,369023.430924562
3,16,516950,628694.042433305,369023.430924562
4,16,697712,639811.658987825,369023.430924562
5,16,291654,642344.250218994,369023.430924562
6,16,1717067,676121.8823683,369023.430924562
7,16,406585,809579.242862366,369023.430924562
8,16,333706,855101.740124079,369023.430924562
9,16,1377529,703822.728837101,369023.430924562
10,16,920166,835390.342179542,369023.430924562
11,16,2082970,720537.126577188,369023.430924562
12,16,1242852,857893.077893518,369023.430924562
13,16,915728,862322.188673895,369023.430924562
14,16,581119,873833.088093154,369023.430924562
15,16,1026461,740177.912738191,369023.430924562
16,16,1884224,1062957.14798841,369023.430924562
17,16,737599,868299.887595681,369023.430924562
18,16,1122283,944617.225319398,369023.430924562
19,16,851949,765475.472920433,369023.430924562
20,16,468101,1064785.50803666,369023.430924562
21,16,989999,1223693.36868174,369023.430924562
22,16,1313302,1274643.75087179,369023.430924562
23,16,576452,1022311.64018807,369023.430924562
24,16,171971,853505.516142634,369023.430924562
25,16,468698,1434043.60702133,369023.430924562
26,16,1318972,1426272.16993812,369023.430924562
27,16,829128,1114216.77262537,369023.430924562
28,16,368151,1185566.75174443,369023.430924562
29,16,1477429,1123693.9779337,369023.430924562
30,16,998784,1496764.09076377,369023.430924562
31,16,1006455,1632604.15044702,369023.430924562
32,16,1116386,1448218.7879277,369023.430924562
