AQ,DQ,Loss,ccODP,Dispersion
22,2,551163,448820.210151192,21621.89449656
23,2,482338,449834.081923229,21621.89449656
24,2,402863,461111.780882423,21621.89449656
25,2,592268,457336.413972484,21621.89449656
26,2,628611,495885.084355374,21621.89449656
27,2,555879,461127.840473191,21621.89449656
28,2,502202,470202.030393063,21621.89449656
29,2,322566,499891.036596532,21621.89449656
30,2,344547,480627.953659046,21621.89449656
31,2,561274,487899.417681609,21621.89449656
32,2,531254,528474.238693921,21621.89449656
33,2,433531,516035.940265684,21621.89449656
34,2,582329,553025.683207054,21621.89449656
35,2,795125,598483.680614998,21621.89449656
36,2,411125,526283.984479946,21621.89449656
37,2,404443,502310.239815485,21621.89449656
38,2,524219,572000.061447034,21621.89449656
39,2,537048,508752.196704502,21621.89449656
40,2,650970,526774.57025616,21621.89449656
1,3,842141,729507.849002511,21621.89449656
2,3,651889,722985.390279074,21621.89449656
3,3,595124,697936.724176776,21621.89449656
4,3,655537,671127.054926055,21621.89449656
5,3,724126,683492.09763459,21621.89449656
6,3,778059,687184.724962649,21621.89449656
7,3,615403,671112.221746656,21621.89449656
8,3,648481,751461.004591726,21621.89449656
9,3,726381,716939.304437616,21621.89449656
10,3,681037,745885.440836273,21621.89449656
11,3,703250,727651.901886993,21621.89449656
12,3,893055,791646.742748477,21621.89449656
13,3,718586,742482.229901509,21621.89449656
14,3,880954,874158.938251179,21621.89449656
15,3,833130,807670.244883904,21621.89449656
16,3,925715,748855.887690307,21621.89449656
17,3,820507,804708.307340069,21621.89449656
18,3,815835,818646.734906527,21621.89449656
19,3,853028,807451.528376941,21621.89449656
20,3,781904,796687.596887245,21621.89449656
21,3,919290,866496.160265958,21621.89449656
22,3,812986,844702.200550524,21621.89449656
23,3,789483,846610.358199279,21621.89449656
24,3,916632,867835.554642122,21621.89449656
25,3,607921,860730.124305916,21621.89449656
26,3,1045346,933280.660053303,21621.89449656
27,3,879748,867865.779599366,21621.89449656
28,3,873937,884943.861245794,21621.89449656
29,3,1008386,940820.063575856,21621.89449656
30,3,745549,904565.973009835,21621.89449656
31,3,913611,918251.233883033,21621.89449656
32,3,1095029,994615.086982469,21621.89449656
33,3,968198,971205.583988171,21621.89449656
34,3,818670,1040822.13991342,21621.89449656
35,3,1169948,1126376.37649777,21621.89449656
36,3,1032720,990492.918433761,21621.89449656
37,3,971890,945373.125662654,21621.89449656
38,3,1165626,1076532.87372372,21621.89449656
39,3,1212516,957497.212405921,21621.89449656
40,3,1466315,991416.225529463,21621.89449656
1,4,986951,1008729.15028142,21621.89449656
2,4,1123717,999710.201061293,21621.89449656
3,4,1074884,965074.083427188,21621.89449656
4,4,908964,928002.933446302,21621.89449656
5,4,1420475,945100.733067825,21621.89449656
6,4,878318,950206.724500312,21621.89449656
7,4,719667,927982.422823322,21621.89449656
8,4,1011868,1039084.94153683,21621.89449656
9,4,861392,991349.957862098,21621.89449656
10,4,940591,1031375.31415302,21621.89449656
11,4,1069084,1006162.83388145,21621.89449656
12,4,1029389,1094651.89062411,21621.89449656
13,4,1107165,1026669.51410008,21621.89449656
14,4,1221574,1208745.87463141,21621.89449656
15,4,1071246,1116808.43591105,21621.89449656
16,4,1267392,1035482.70838479,21621.89449656
17,4,1009229,1112712.80795329,21621.89449656
18,4,1292236,1131986.21017178,21621.89449656
19,4,1100849,1116506.00500983,21621.89449656
20,4,951429,1101622.14669338,21621.89449656
21,4,1454827,1198150.14555681,21621.89449656
22,4,1298169,1168014.48286987,21621.89449656
23,4,1098087,1170652.99354013,21621.89449656
24,4,954111,1200002.19711843,21621.89449656
25,4,984072,1190177.14216498,21621.89449656
26,4,1346406,1290496.61148527,21621.89449656
27,4,1161603,1200043.99076805,21621.89449656
28,4,1014467,1223658.75901379,21621.89449656
29,4,1261922,1300921.74415428,21621.89449656
30,4,1137901,1250791.29247937,21621.89449656
31,4,1147197,1269714.62769897,21621.89449656
32,4,1395954,1375306.97294177,21621.89449656
33,4,1506324,1342937.41297578,21621.89449656
34,4,1499574,1439199.91296124,21621.89449656
35,4,1555289,1557500.28833171,21621.89449656
36,4,1375373,1369607.0321075,21621.89449656
37,4,1354662,1307217.50431132,21621.89449656
38,4,1571181,1488579.03646435,21621.89449656
39,4,1535126,1323982.12135443,21621.89449656
40,4,1563272,1370883.73774318,21621.89449656
1,5,1282962,1192149.99776274,21621.89449656
2,5,1243620,1181491.10058544,21621.89449656
3,5,1311561,1140556.97317523,21621.89449656
4,5,1202732,1096745.0427334,21621.89449656
5,5,1026184,1116951.79672169,21621.89449656
6,5,982092,1122986.22893088,21621.89449656
7,5,1127159,1096720.80259012,21621.89449656
8,5,1495094,1228025.4916623,21621.89449656
9,5,1194747,1171610.68431271,21621.89449656
10,5,962448,1218913.99501743,21621.89449656
11,5,1199804,1189117.0388266,21621.89449656
12,5,1580271,1293696.37884901,21621.89449656
13,5,1230990,1213352.5224249,21621.89449656
14,5,1527909,1428536.48210279,21621.89449656
15,5,1173603,1319881.72841176,21621.89449656
16,5,1645463,1223768.25150724,21621.89449656
17,5,1329910,1315041.37769986,21621.89449656
18,5,1767531,1337819.33192597,21621.89449656
19,5,1326184,1319524.30541262,21621.89449656
20,5,1268451,1301934.06163539,21621.89449656
21,5,1322935,1416014.09352201,21621.89449656
22,5,1369496,1380398.75495983,21621.89449656
23,5,1311522,1383517.03550994,21621.89449656
24,5,1295697,1418202.91027667,21621.89449656
25,5,1556942,1406591.33026283,21621.89449656
26,5,1402569,1525152.24930873,21621.89449656
27,5,1267900,1418252.30341584,21621.89449656
28,5,1153537,1446161.02985986,21621.89449656
29,5,1280564,1537473.02132624,21621.89449656
30,5,1381053,1478227.169419,21621.89449656
31,5,1548770,1500591.40270542,21621.89449656
32,5,1563330,1625383.98365726,21621.89449656
33,5,1496101,1587128.55024357,21621.89449656
34,5,1704265,1700894.80663686,21621.89449656
35,5,1503003,1840706.16451612,21621.89449656
36,5,1755767,1618647.60209147,21621.89449656
37,5,1423129,1544913.56218404,21621.89449656
38,5,1731368,1759252.71367002,21621.89449656
39,5,1863427,1564726.54980799,21621.89449656
40,5,1956916,1620156.45570227,21621.89449656
1,6,1496038,1276268.56013104,21621.89449656
2,6,1264513,1264857.56706927,21621.89449656
3,6,1345904,1221035.11188487,21621.89449656
4,6,1274871,1174131.79478007,21621.89449656
5,6,1185764,1195764.34510171,21621.89449656
6,6,1164161,1202224.56916856,21621.89449656
7,6,1332013,1174105.84424295,21621.89449656
8,6,1347931,1314675.44267863,21621.89449656
9,6,1254097,1254279.98482412,21621.89449656
10,6,1315848,1304921.03532602,21621.89449656
11,6,1260360,1273021.59444583,21621.89449656
12,6,1360257,1384980.09292365,21621.89449656
13,6,1238903,1298967.1430883,21621.89449656
14,6,1377723,1529334.56572538,21621.89449656
15,6,1496271,1413013.09082299,21621.89449656
16,6,1574207,1310117.81002081,21621.89449656
17,6,1499967,1407831.20310315,21621.89449656
18,6,1299637,1432216.37854034,21621.89449656
19,6,1279844,1412630.44791955,21621.89449656
20,6,1449426,1393799.02977582,21621.89449656
21,6,1435521,1515928.59258997,21621.89449656
22,6,1442289,1477800.22204042,21621.89449656
23,6,1664996,1481138.5296655,21621.89449656
24,6,1269066,1518271.85309669,21621.89449656
25,6,1406220,1505840.95553102,21621.89449656
26,6,1764895,1632767.57862584,21621.89449656
27,6,1359712,1518324.73143476,21621.89449656
28,6,1785638,1548202.70835096,21621.89449656
29,6,1628980,1645957.70905574,21621.89449656
30,6,1522121,1582531.44705071,21621.89449656
31,6,1708053,1606473.70923958,21621.89449656
32,6,1441608,1740071.70270125,21621.89449656
33,6,1543958,1699116.95119204,21621.89449656
34,6,1621918,1820910.59839336,21621.89449656
35,6,2089390,1970587.09945899,21621.89449656
36,6,2242255,1732859.99946122,21621.89449656
37,6,1777656,1653923.25733826,21621.89449656
38,6,1670424,1883386.26179246,21621.89449656
39,6,2308739,1675134.25698945,21621.89449656
40,6,2169307,1734475.31836314,21621.89449656
1,7,1211146,1315756.31175662,21621.89449656
2,7,1354598,1303992.26254828,21621.89449656
3,7,1192711,1258813.94051892,21621.89449656
4,7,1232841,1210459.43469561,21621.89449656
5,7,1298461,1232761.29616446,21621.89449656
6,7,1456773,1239421.39957596,21621.89449656
7,7,1306514,1210432.68124882,21621.89449656
8,7,1415820,1355351.5033217,21621.89449656
9,7,1416605,1293087.40988878,21621.89449656
10,7,1242699,1345295.29458746,21621.89449656
11,7,1283441,1312408.88494707,21621.89449656
12,7,1291295,1427831.37957614,21621.89449656
13,7,1422759,1339157.18891282,21621.89449656
14,7,1564378,1576652.180035,21621.89449656
15,7,1405678,1456731.71848265,21621.89449656
16,7,1476968,1350652.85750097,21621.89449656
17,7,1385874,1451389.50314712,21621.89449656
18,7,1420025,1476529.15595772,21621.89449656
19,7,1514995,1456337.23660708,21621.89449656
20,7,1772641,1436923.17435093,21621.89449656
21,7,1443477,1562831.42606583,21621.89449656
22,7,1531139,1523523.36366052,21621.89449656
23,7,1536385,1526964.95852973,21621.89449656
24,7,1667869,1565247.18705699,21621.89449656
25,7,1477875,1552431.67749751,21621.89449656
26,7,1356968,1683285.41054709,21621.89449656
27,7,1395156,1565301.70145094,21621.89449656
28,7,1394726,1596104.10302853,21621.89449656
29,7,1417743,1696883.64363703,21621.89449656
30,7,1835153,1631494.97296754,21621.89449656
31,7,1597873,1656178.00879308,21621.89449656
32,7,1785249,1793909.52442108,21621.89449656
33,7,1763514,1751687.63282396,21621.89449656
34,7,2163729,1877249.57569634,21621.89449656
35,7,1989733,2031557.0679835,21621.89449656
36,7,1739881,1786474.69106939,21621.89449656
37,7,1972403,1705095.64599824,21621.89449656
38,7,1593444,1941658.23623728,21621.89449656
39,7,2207009,1726962.91401811,21621.89449656
40,7,1970573,1788139.98794114,21621.89449656
1,8,1129830,1313780.0356666,21621.89449656
2,8,1242433,1302033.65615056,21621.89449656
3,8,1237841,1256923.19230802,21621.89449656
4,8,1155074,1208641.315324,21621.89449656
5,8,1180224,1230909.67922556,21621.89449656
6,8,1401409,1237559.77911057,21621.89449656
7,8,1180268,1208614.60206109,21621.89449656
8,8,1471513,1353315.75494972,21621.89449656
9,8,1178610,1291145.18266355,21621.89449656
10,8,1503457,1343274.65071826,21621.89449656
11,8,1356406,1310437.63671784,21621.89449656
12,8,1314416,1425686.76587311,21621.89449656
13,8,1256796,1337145.76452551,21621.89449656
14,8,1293554,1574284.03634621,21621.89449656
15,8,1410848,1454543.69624853,21621.89449656
16,8,1614996,1348624.16653111,21621.89449656
17,8,1193540,1449209.50496148,21621.89449656
18,8,1605628,1474311.3978204,21621.89449656
19,8,1315715,1454149.80688776,21621.89449656
20,8,1468503,1434764.90470229,21621.89449656
21,8,1504758,1560484.04125569,21621.89449656
22,8,1370744,1521235.01986214,21621.89449656
23,8,1553451,1524671.44542942,21621.89449656
24,8,1625032,1562896.17375528,21621.89449656
25,8,1635764,1550099.91318963,21621.89449656
26,8,1796382,1680757.10292674,21621.89449656
27,8,1535148,1562950.60626819,21621.89449656
28,8,1385512,1593706.74240194,21621.89449656
29,8,1902743,1694334.9113661,21621.89449656
30,8,1612377,1629044.45498237,21621.89449656
31,8,1594015,1653690.41669845,21621.89449656
32,8,2103956,1791215.0585317,21621.89449656
33,8,1952555,1749056.58454017,21621.89449656
34,8,1889099,1874429.93240959,21621.89449656
35,8,1961670,2028505.65365769,21621.89449656
36,8,2026335,1783791.39235683,21621.89449656
37,8,2150178,1702534.57923666,21621.89449656
38,8,2268959,1938741.85064751,21621.89449656
39,8,1678650,1724369.00245194,21621.89449656
40,8,2544300,1785454.18793988,21621.89449656
1,9,1271390,1279326.44658267,21621.89449656
2,9,1299149,1267888.11325555,21621.89449656
3,9,1309390,1223960.66128899,21621.89449656
4,9,1195339,1176944.96578485,21621.89449656
5,9,1095168,1198629.34679841,21621.89449656
6,9,1177772,1205105.04929376,21621.89449656
7,9,1372270,1176918.95307132,21621.89449656
8,9,1510121,1317825.35042534,21621.89449656
9,9,1298223,1257285.18756275,21621.89449656
10,9,1447261,1308047.57191794,21621.89449656
11,9,1171716,1276071.70130256,21621.89449656
12,9,1405321,1388298.44769177,21621.89449656
13,9,1340890,1302079.41440175,21621.89449656
14,9,1687473,1532998.7878136,21621.89449656
15,9,1222934,1416398.61148954,21621.89449656
16,9,1144782,1313256.79786901,21621.89449656
17,9,1494155,1411204.30818199,21621.89449656
18,9,1347756,1435647.90948653,21621.89449656
19,9,1442690,1416015.05178961,21621.89449656
20,9,1331677,1397138.51435029,21621.89449656
21,9,1301194,1519560.69452346,21621.89449656
22,9,1297704,1481340.969982,21621.89449656
23,9,1605017,1484687.27605347,21621.89449656
24,9,1444053,1521909.56938502,21621.89449656
25,9,1596691,1509448.88790519,21621.89449656
26,9,1496333,1636679.62191618,21621.89449656
27,9,1547997,1521962.57441739,21621.89449656
28,9,1413034,1551912.1377251,21621.89449656
29,9,1775818,1649901.35535065,21621.89449656
30,9,1853846,1586323.1266567,21621.89449656
31,9,1605555,1610322.75351116,21621.89449656
32,9,1616612,1744240.84221527,21621.89449656
33,9,1845232,1703187.96482278,21621.89449656
34,9,1820685,1825273.42454327,21621.89449656
35,9,1780893,1975308.54428763,21621.89449656
36,9,2371815,1737011.86003387,21621.89449656
37,9,1876644,1657885.98875595,21621.89449656
38,9,1953182,1887898.77703653,21621.89449656
39,9,2316561,1679147.80908116,21621.89449656
40,9,1892235,1738631.04917277,21621.89449656
1,10,1129764,1285909.46608414,21621.89449656
2,10,1276788,1274412.27461995,21621.89449656
3,10,1243040,1230258.78552759,21621.89449656
4,10,1296545,1183001.16174846,21621.89449656
5,10,1257026,1204797.12390182,21621.89449656
6,10,1185256,1211306.14836587,21621.89449656
7,10,1134627,1182975.01518152,21621.89449656
8,10,1244323,1324606.4734175,21621.89449656
9,10,1158289,1263754.78954023,21621.89449656
10,10,1383386,1314778.3814762,21621.89449656
11,10,1277393,1282637.9728882,21621.89449656
12,10,1369439,1395442.20351691,21621.89449656
13,10,1370813,1308779.51366131,21621.89449656
14,10,1704921,1540887.12698057,21621.89449656
15,10,1460211,1423686.96209482,21621.89449656
16,10,1289889,1320014.41249811,21621.89449656
17,10,1252043,1418465.93050376,21621.89449656
18,10,1311548,1443035.3110451,21621.89449656
19,10,1526503,1423301.42871491,21621.89449656
20,10,1228825,1404327.75843322,21621.89449656
21,10,1798812,1527379.88540508,21621.89449656
22,10,1566275,1488963.49394355,21621.89449656
23,10,1312082,1492327.01907446,21621.89449656
24,10,1367179,1529740.84685256,21621.89449656
25,10,1652515,1517216.04654722,21621.89449656
26,10,1463006,1645101.47069256,21621.89449656
27,10,1808840,1529794.12463248,21621.89449656
28,10,1559346,1559897.79916008,21621.89449656
29,10,1706741,1658391.23909127,21621.89449656
30,10,1584861,1594485.85643245,21621.89449656
31,10,1677999,1618608.97796807,21621.89449656
32,10,2037955,1753216.16787218,21621.89449656
33,10,1824339,1711952.04502847,21621.89449656
34,10,1623764,1834665.71888799,21621.89449656
35,10,2294189,1985472.87310551,21621.89449656
36,10,1761099,1745949.98757703,21621.89449656
37,10,1756264,1666416.95895856,21621.89449656
38,10,1819217,1897613.32213895,21621.89449656
39,10,2108969,1687788.18605654,21621.89449656
40,10,2073548,1747577.50856408,21621.89449656
1,11,1137873,1251495.59144506,21621.89449656
2,11,1155748,1240306.0910868,21621.89449656
3,11,1312153,1197334.25021974,21621.89449656
4,11,1139411,1151341.34840072,21621.89449656
5,11,1075790,1172554.00081964,21621.89449656
6,11,958743,1178888.82892085,21621.89449656
7,11,1028103,1151315.90157565,21621.89449656
8,11,1362830,1289156.97846889,21621.89449656
9,11,1312465,1229933.82465207,21621.89449656
10,11,1424565,1279591.90871768,21621.89449656
11,11,1436889,1248311.65087992,21621.89449656
12,11,1470199,1358096.98262499,21621.89449656
13,11,1246030,1273753.58430836,21621.89449656
14,11,1803700,1499649.46770556,21621.89449656
15,11,1572091,1385585.84694553,21621.89449656
16,11,1249421,1284687.81158908,21621.89449656
17,11,1638227,1380504.54208594,21621.89449656
18,11,1191253,1404416.38988161,21621.89449656
19,11,1122024,1385210.63131952,21621.89449656
20,11,1008599,1366744.739795,21621.89449656
21,11,1513665,1486503.71076841,21621.89449656
22,11,1194286,1449115.42969468,21621.89449656
23,11,1162910,1452388.93920999,21621.89449656
24,11,1629315,1488801.48749456,21621.89449656
25,11,1594762,1476611.87945505,21621.89449656
26,11,1644620,1601074.79752918,21621.89449656
27,11,1459311,1488853.33943939,21621.89449656
28,11,1527062,1518151.37087259,21621.89449656
29,11,1750244,1614008.9013685,21621.89449656
30,11,1733915,1551813.77272491,21621.89449656
31,11,1848481,1575291.30442522,21621.89449656
32,11,1851798,1706296.09845228,21621.89449656
33,11,1748865,1666136.29779305,21621.89449656
34,11,1593933,1785565.87343254,21621.89449656
35,11,1972220,1932337.08372336,21621.89449656
36,11,2333458,1699224.37773954,21621.89449656
37,11,2034221,1621819.83463947,21621.89449656
38,11,2218280,1846828.85503302,21621.89449656
39,11,1769990,1642619.11888328,21621.89449656
40,11,2193508,1700808.34254732,21621.89449656
1,12,995891,1127982.85012196,21621.89449656
2,12,1306223,1117897.66517059,21621.89449656
3,12,1139695,1079166.80597496,21621.89449656
4,12,1122639,1037713.04070896,21621.89449656
5,12,785533,1056832.17168928,21621.89449656
6,12,889644,1062541.80223491,21621.89449656
7,12,881703,1037690.10528476,21621.89449656
8,12,951557,1161927.35537238,21621.89449656
9,12,1295509,1108549.05960198,21621.89449656
10,12,1039050,1153306.28254293,21621.89449656
11,12,1431215,1125113.13937121,21621.89449656
12,12,865013,1224063.52501372,21621.89449656
13,12,1139031,1148044.15469192,21621.89449656
14,12,1276940,1351645.89658137,21621.89449656
15,12,1149612,1248839.45529654,21621.89449656
16,12,990478,1157899.26000455,21621.89449656
17,12,1402943,1244259.63513813,21621.89449656
18,12,1197413,1265811.57220657,21621.89449656
19,12,1284737,1248501.27049259,21621.89449656
20,12,1232749,1231857.81677668,21621.89449656
21,12,1432904,1339797.52214176,21621.89449656
22,12,1221320,1306099.16943881,21621.89449656
23,12,1196288,1309049.60939098,21621.89449656
24,12,1419938,1341868.52643311,21621.89449656
25,12,1379470,1330881.93653838,21621.89449656
26,12,1183368,1443061.34653666,21621.89449656
27,12,1729524,1341915.26100007,21621.89449656
28,12,1815373,1368321.80787478,21621.89449656
29,12,1669597,1454718.95636939,21621.89449656
30,12,1255089,1398661.99624051,21621.89449656
31,12,1620647,1419822.4807857,21621.89449656
32,12,2264069,1537898.13519186,21621.89449656
33,12,1979179,1501701.79002086,21621.89449656
34,12,1892398,1609344.60877272,21621.89449656
35,12,1660854,1741630.65854501,21621.89449656
36,12,2039060,1531524.33752181,21621.89449656
37,12,2094903,1461759.01215011,21621.89449656
38,12,1737848,1664561.41741756,21621.89449656
39,12,1535920,1480505.57113299,21621.89449656
40,12,1557009,1532951.9774996,21621.89449656
1,13,1163711,1057678.52888308,21621.89449656
2,13,1197798,1048221.92802986,21621.89449656
3,13,1079831,1011905.06543573,21621.89449656
4,13,883672,973035.008627275,21621.89449656
5,13,974734,990962.49247741,21621.89449656
6,13,1044162,996316.256176313,21621.89449656
7,13,844419,973013.502710118,21621.89449656
8,13,1140260,1089507.35888085,21621.89449656
9,13,909679,1039455.99742742,21621.89449656
10,13,937211,1081423.61574001,21621.89449656
11,13,1001543,1054987.6799532,21621.89449656
12,13,1206542,1147770.7380533,21621.89449656
13,13,894841,1076489.46302338,21621.89449656
14,13,1212778,1267401.22273354,21621.89449656
15,13,1271112,1171002.44719711,21621.89449656
16,13,718366,1085730.32452045,21621.89449656
17,13,1284873,1166708.07565842,21621.89449656
18,13,1131085,1186916.7349396,21621.89449656
19,13,1034029,1170685.34059758,21621.89449656
20,13,1487263,1155079.23130269,21621.89449656
21,13,952391,1256291.32753824,21621.89449656
22,13,1305261,1224693.30802156,21621.89449656
23,13,1289579,1227459.8545057,21621.89449656
24,13,1357774,1258233.25136444,21621.89449656
25,13,1077926,1247931.42786062,21621.89449656
26,13,1651342,1353118.97865105,21621.89449656
27,13,1165371,1258277.07308392,21621.89449656
28,13,1635781,1283037.76660714,21621.89449656
29,13,1353131,1364049.99911546,21621.89449656
30,13,1813170,1311486.92768546,21621.89449656
31,13,1590698,1331328.53269017,21621.89449656
32,13,1634191,1442044.8298712,21621.89449656
33,13,1448013,1408104.51144591,21621.89449656
34,13,1660784,1509038.22526079,21621.89449656
35,13,1823070,1633079.21976685,21621.89449656
36,13,1910422,1436068.29490675,21621.89449656
37,13,2128089,1370651.26600582,21621.89449656
38,13,1814006,1560813.50972613,21621.89449656
39,13,2222259,1388229.39932982,21621.89449656
40,13,1999324,1437406.95369161,21621.89449656
1,14,843824,944973.153652203,21621.89449656
2,14,871676,936524.240596805,21621.89449656
3,14,1028615,904077.273735743,21621.89449656
4,14,758283,869349.178986842,21621.89449656
5,14,753763,885366.32454505,21621.89449656
6,14,1438657,890149.595480694,21621.89449656
7,14,913330,869329.964722958,21621.89449656
8,14,777973,973410.329068648,21621.89449656
9,14,1152090,928692.400524534,21621.89449656
10,14,1088586,966187.983109543,21621.89449656
11,14,1388908,942569.039424836,21621.89449656
12,14,1029224,1025465.20931394,21621.89449656
13,14,712990,961779.609746644,21621.89449656
14,14,1116834,1132347.96555237,21621.89449656
15,14,905365,1046221.36617527,21621.89449656
16,14,760767,970035.772458555,21621.89449656
17,14,828076,1042384.59942143,21621.89449656
18,14,1091773,1060439.84018743,21621.89449656
19,14,1227661,1045938.0502005,21621.89449656
20,14,888019,1031994.91538787,21621.89449656
21,14,944479,1122421.93187318,21621.89449656
22,14,1016225,1094190.97195819,21621.89449656
23,14,1285446,1096662.71746919,21621.89449656
24,14,1144375,1124156.92585489,21621.89449656
25,14,1154752,1114952.85639622,21621.89449656
26,14,1172596,1208931.70618942,21621.89449656
27,14,1018463,1124196.0779671,21621.89449656
28,14,1531148,1146318.29185942,21621.89449656
29,14,1063755,1218697.92588549,21621.89449656
30,14,1522786,1171735.93316422,21621.89449656
31,14,1533503,1189463.23266289,21621.89449656
32,14,1446165,1288381.69006822,21621.89449656
33,14,1437238,1258058.02473658,21621.89449656
34,14,1564615,1348236.32300855,21621.89449656
35,14,1168425,1459059.60868527,21621.89449656
36,14,1860570,1283042.00987329,21621.89449656
37,14,1583206,1224595.76707365,21621.89449656
38,14,1670784,1394494.47471191,21621.89449656
39,14,2068854,1240300.78861743,21621.89449656
40,14,1503646,1284238.02225234,21621.89449656
1,15,1020374,934436.683294558,21621.89449656
2,15,807409,926081.975795815,21621.89449656
3,15,792653,893996.793291488,21621.89449656
4,15,932356,859655.917522815,21621.89449656
5,15,789063,875494.471574231,21621.89449656
6,15,852333,880224.408939253,21621.89449656
7,15,1068015,859636.917498374,21621.89449656
8,15,1019203,962556.783612444,21621.89449656
9,15,646458,918337.460903574,21621.89449656
10,15,1063079,955414.966961305,21621.89449656
11,15,954139,932059.374990932,21621.89449656
12,15,877247,1014031.25085811,21621.89449656
13,15,833013,951055.747053279,21621.89449656
14,15,1299683,1119722.26213691,21621.89449656
15,15,1102110,1034555.97613785,21621.89449656
16,15,718730,959219.853378883,21621.89449656
17,15,1026332,1030761.98941328,21621.89449656
18,15,960666,1048615.91386845,21621.89449656
19,15,1103593,1034275.81914211,21621.89449656
20,15,996158,1020488.15057323,21621.89449656
21,15,881667,1109906.90394012,21621.89449656
22,15,1088111,1081990.71981655,21621.89449656
23,15,881167,1084434.90531358,21621.89449656
24,15,1586858,1111622.55270277,21621.89449656
25,15,1233280,1102521.10881039,21621.89449656
26,15,1362854,1195452.09246976,21621.89449656
27,15,991732,1111661.26826812,21621.89449656
28,15,1420492,1133536.81901448,21621.89449656
29,15,1121832,1205109.41861267,21621.89449656
30,15,1550138,1158671.05308899,21621.89449656
31,15,1158254,1176200.6928288,21621.89449656
32,15,1143543,1274016.20737247,21621.89449656
33,15,1630870,1244030.65154127,21621.89449656
34,15,1341231,1333203.45990807,21621.89449656
35,15,1434272,1442791.0636398,21621.89449656
36,15,1537205,1268736.06472301,21621.89449656
37,15,1449318,1210941.49874867,21621.89449656
38,15,1806351,1378945.83225586,21621.89449656
39,15,1984044,1226471.40897492,21621.89449656
40,15,1446996,1269918.7415391,21621.89449656
1,16,840827,830517.083254776,21621.89449656
2,16,735940,823091.510792403,21621.89449656
3,16,602033,794574.552216634,21621.89449656
4,16,862956,764052.758188538,21621.89449656
5,16,804902,778129.891448522,21621.89449656
6,16,725010,782333.807941318,21621.89449656
7,16,777554,764035.871175043,21621.89449656
8,16,771365,855509.920238125,21621.89449656
9,16,1012719,816208.27083135,21621.89449656
10,16,1045834,849162.351868558,21621.89449656
11,16,670086,828404.157688365,21621.89449656
12,16,825910,901259.862597237,21621.89449656
13,16,933247,845287.924988701,21621.89449656
14,16,814920,995196.875112666,21621.89449656
15,16,1075894,919502.013487373,21621.89449656
16,16,555431,852544.093217261,21621.89449656
17,16,801073,916129.959666358,21621.89449656
18,16,1075266,931998.332053963,21621.89449656
19,16,999023,919253.013019905,21621.89449656
20,16,884022,906998.684300345,21621.89449656
